Standardized_name,YPD,LET,Flor,LD,IG,PSH,PA,Missing,MissingCollection
,,,,,,,,,
BAH,1,1,0,1,0.782046734,11.88663267,0.722915429,,
,,,,,,,,,
BAI,1,1,0,1,0.41337564,0,1.816484169,,
,,,,,,,,,
BAK,1,1,0,1,0.163666947,0,0.353676824,,
,,,,,,,,,
BAL,1,1,0,1.666666667,0.90224623,0,0.533344651,,
,,,,,,,,,
BAM,1,2,0,2,0,0,2.40217299,,
,,,,,,,,,
BAN,1,1,0,1,0.002882841,0,4.735025323,,
,,,,,,,,,
BAP,1,1,0,1,0.461761388,0,0.626715333,,
,,,,,,,,,
BAQ,1,2,0,2.333333333,0.02221094,0,3.06708542,,
,,,,,,,,,
BAS,1,2,0.666666667,1,2.134874915,16.42126667,4.104065869,,
,,,,,,,,,
BAT,1,1.333333333,0,1,3.392253137,15.50419,0.789406672,,
,,,,,,,,,
BAV,1,1,0,1,5.507219188,16.81586333,1.092154033,,
,,,,,,,,,
BBA,1,2,2,1,3.932650796,10.68806,8.919729508,,
,,,,,,,,,
BBB,1,1,0,1,11.76795596,26.96793667,0.548906431,,
,,,,,,,,,
BBC,1,1,0,1,0.034970969,0,0.14665799,,
,,,,,,,,,
BBD,1.666666667,5,3,4,80.28959305,31.6333,4.657216422,,
,,,,,,,,,
BBE,2,5,3.666666667,5,68.94936537,40.556891,5.722491017,,
,,,,,,,,,
BBH,1,1.666666667,0.333333333,1,0.017897092,0,4.48037801,,
,,,,,,,,,
BBI,1,2,3.333333333,1,0.510169272,0,21.47525677,,
,,,,,,,,,
BBK,1,1,1.666666667,1.666666667,0.047679606,0,23.47423818,,
,,,,,,,,,
BBL,1,1,0,1.666666667,0.173150299,0,1.752822341,,
,,,,,,,,,
BBM,2,2.666666667,0,3,2.005214722,8.260776333,0.790821379,,
,,,,,,,,,
BBP,1,2,0,2,0.214999895,0,0.718671307,,
,,,,,,,,,
BBQ,1,1,0,1,0.371354889,0,1.048298107,,
,,,,,,,,,
BBR,1,1,0,1,0.049022784,0,0.340944459,,
,,,,,,,,,
BBS,1,1,0,1,0.011226495,0,0.318309142,,
,,,,,,,,,
BBT,1,1,0,1,0.203104523,21.34392667,0.1098756,,
,,,,,,,,,
BBV,1,1,0,1,0,0,0.473926945,,
,,,,,,,,,
BCA,1,2,0,2,0.285486976,0,1.458563223,,
,,,,,,,,,
BCB,1.666666667,5,0,3,9.335150173,10.50945667,3.219873808,,
,,,,,,,,,
BCC,1.333333333,1,0,2,53.86726099,24.22491,3.613162437,,
,,,,,,,,,
BCD,2,2,0,2,22.37609875,16.50535,1.13035113,,
,,,,,,,,,
BCE,2.333333333,3.666666667,0,4,80.05399438,52.17472,0.582859406,,
,,,,,,,,,
BCF,1,2.333333333,0,3,8.968564959,65.48279,3.887615652,,
,,,,,,,,,
BCH,1,4,0,3,25.2343992,26.06222,1.560422149,,
,,,,,,,,,
BCI,1,3.666666667,0,3,31.2009412,74.43991237,0.722915429,,
,,,,,,,,,
BCK,1,3.666666667,0.333333333,3,65.19358329,28.81668667,4.477548595,,
,,,,,,,,,
BCL,1.333333333,2,0,1,11.94906129,25.88835667,0.812041989,,
,,,,,,,,,
BCM,2,5,0.666666667,3,48.33179162,25.5482,5.975723623,,
,,,,,,,,,
BCP,1,1,0,1,0.014334529,6.824752028,1.902781315,,
,,,,,,,,,
BCQ,1,2,0,1,57.33347739,44.49192333,3.812636166,,
,,,,,,,,,
BCR,1,1,0,1.666666667,0,13.8372,0.144300144,,
,,,,,,,,,
BCS,1,2,0,1.666666667,0.008262395,0,0.66491243,,
,,,,,,,,,
BCT,1,1,0,1,0.026880852,0,1.096398155,,
,,,,,,,,,
BCV,1,1,0,2,22.99038462,22.30407667,1.198257081,,
,,,,,,,,,
BDA,1,1.666666667,0,1.333333333,0.343112141,0,1.397730809,,
,,,,,,,,,
BDB,1,2,0,2,16.9525433,27.63815333,1.13600996,,
,,,,,,,,,
BDC,3,2,0,3,34.94708151,26.83697333,5.484820191,,
,,,,,,,,,
BDD,1,1.333333333,0,1.666666667,62.02475628,28.22924667,1.39207198,,
,,,,,,,,,
BDE,1,1,0,1,2.390688527,30.49413667,0.045742203,,
,,,,,,,,,
BDF,1.666666667,2,0,2,27.81976244,22.18411667,3.420762244,,
,,,,,,,,,
BDG,2.333333333,2,0,2.666666667,11.38045999,19.50859,4.781710664,,
,,,,,,,,,
BDH,1,1,0,1.666666667,4.565138537,32.73864667,0.536174066,,
,,,,,,,,,
BDI,1,1,0,2,0.165986177,11.539089,1.134595252,,
,,,,,,,,,
BDK,1,2,0,1.666666667,3.971867671,29.7788,1.383583737,,
,,,,,,,,,
BDL,1,1,0,1,0.002117478,0,0.585688821,,
,,,,,,,,,
BDM,1,1,0,1.666666667,0,0,0.425826896,,
,,,,,,,,,
BDN,1,1.333333333,0,1,11.85843383,13.61618333,1.566080978,,
,,,,,,,,,
BDP,2,2,0,2,41.21140854,25.31365,1.335483688,,
,,,,,,,,,
BDQ,1,2.666666667,0,3,79.67300748,32.19963,5.862547039,,
,,,,,,,,,
BDR,1,2,0,2,52.89293876,66.48599,1.328410152,,
,,,,,,,,,
BDS,1.666666667,1.333333333,0,1,0.027509725,5.470673333,4.916107857,,
,,,,,,,,,
BDT,2,2.666666667,0,3,46.65382446,37.02562,6.367597544,,
,,,,,,,,,
BDV,1,2,0,3,36.19257919,24.48406333,3.003423592,,
,,,,,,,,,
BEA,2,2.666666667,0,3,19.38808206,20.50459333,0.333870922,,
,,,,,,,,,
BED,1,2.333333333,0,3,44.52945689,52.29213667,3.39671222,,
,,,,,,,,,
BEE,2,3,0,3,80.55910228,24.6115,22.61126673,,
,,,,,,,,,
BEF,1,1,0,1.666666667,0.594653121,0,1.250601251,,
,,,,,,,,,
BEG,1,1,0,1,0.006092038,0,0.39753275,,
,,,,,,,,,
BEH,1.666666667,2,0,2,0.088070453,0,0.683303624,,
,,,,,,,,,
BEI,1,1,3,1,0.027416345,0,8.270378859,,
,,,,,,,,,
BEK,1,1,3,1.666666667,0.004509685,19.3088,14.546492,,
,,,,,,,,,
BEM,1,1,3,1.666666667,0.018551032,11.85161333,19.23671826,,
,,,,,,,,,
BEN,1,1,3,1.333333333,0.478951211,0,7.969517773,,
,,,,,,,,,
BEP,1,1,4,1,0.151667336,0,18.86323553,,
,,,,,,,,,
BEQ,1,1,0,1,0.057926505,10.947155,0.922860727,,
,,,,,,,,,
BER,1,1,0.333333333,1,54.58264234,59.88308088,2.708221336,,
,,,,,,,,,
BES,1,1,0,1,16.12452978,16.99138,1.615124164,,
,,,,,,,,,
BET,1,2,0,1,60.83147978,67.54463,2.637014402,,
,,,,,,,,,
BEV,1.333333333,2,0,1,85.91814812,66.99442008,3.314659197,,
,,,,,,,,,
BFB,1,2,3,1,0,0,23.77698554,,
,,,,,,,,,
BFC,1,1.333333333,0,1,0,0,1.321336615,,
,,,,,,,,,
BFD,1,1,0,1,3.061298306,20.25019,0.444218091,,
,,,,,,,,,
BFE,1,1,0.333333333,1.666666667,1.935081641,52.08363333,1.693404635,,
,,,,,,,,,
BFG,1,1,0,1,0.235021325,56.23503899,1.333125843,,
,,,,,,,,,
BFH,1,1,0.666666667,1,29.117221,39.1456693,25.97544068,,
,,,,,,,,,
BFK,1,1,0,1,23.40548726,21.934,0.991709815,,
,,,,,,,,,
BFL,1,2,0,1,0.004575466,0,1.979175509,,
,,,,,,,,,
BFM,1,1,0.333333333,1.666666667,0.612403328,40.10117792,0.616340812,,
,,,,,,,,,
BFN,1,1,0.666666667,1.666666667,14.17331383,33.20516667,44.0087146,,
,,,,,,,,,
BFP,3,1,0,1.666666667,0.006024096,0,1.553348612,,
,,,,,,,,,
BFQ,1,1,0,1,0.046002975,0,2.448858331,,
,,,,,,,,,
BFR,1,1,0,1,0.007062592,16.85992892,1.987192183,,
,,,,,,,,,
BFS,1,1,0.333333333,1.333333333,65.65298633,32.44425219,16.28422413,,
,,,,,,,,,
BFT,1,1.666666667,0.666666667,1,53.91164337,17.94668737,23.5364853,,
,,,,,,,,,
BFV,1,1,1,2,48.14816474,25.01568282,34.09727527,,
,,,,,,,,,
BGA,1,1,1,1.666666667,67.92009273,26.71518222,66.83784625,,
,,,,,,,,,
BGB,1.666666667,1.666666667,0.333333333,1,73.18949477,55.46148667,9.095153213,,
,,,,,,,,,
BGC,1,1.333333333,0.333333333,2,46.42904618,23.52364755,40.30076677,,
,,,,,,,,,
BGD,1.666666667,1,1.333333333,2,49.96922241,23.81909247,21.17062313,,
,,,,,,,,,
BGE,1,1,0,1.666666667,69.42167717,25.26054335,1.155815862,,
,,,,,,,,,
BGF,1,1,0.666666667,1,32.01557927,32.88909277,17.75457658,,
,,,,,,,,,
BGG,1,1.333333333,0,1,9.671971507,26.27701692,12.95353158,,
,,,,,,,,,
BGH,1,1.333333333,0,1,48.87829884,23.60476119,17.9663111,,
,,,,,,,,,
BGI,1.333333333,1.666666667,1.666666667,1.666666667,57.70351295,19.79545832,31.56730706,,
,,,,,,,,,
BGK,1,1,0,1,55.63047328,43.60586535,23.7684973,,
,,,,,,,,,
BGL,1,1,0.666666667,1,74.293328,24.08009263,13.07472484,,
,,,,,,,,,
BGM,1,1,2,1,50.34787638,16.58428422,25.23602033,,
,,,,,,,,,
BGN,2,2,1,2,88.80989564,47.22946941,52.43046714,,
,,,,,,,,,
BGP,1.666666667,2.666666667,1.333333333,1.333333333,86.69973783,18.11643333,6.808986221,,
,,,,,,,,,
BGQ,1,1,0.333333333,1,44.24277327,22.50924854,64.02493657,,
,,,,,,,,,
BGR,1,1.666666667,1,2,74.42717443,26.96346449,7.150402248,,
,,,,,,,,,
BGS,1,1,0,1.666666667,51.44509312,56.89052199,1.048769676,,
,,,,,,,,,
BGT,1,1,1,2,64.10663992,31.78305454,43.67342897,,
,,,,,,,,,
BGV,2,2,0.666666667,1.666666667,83.59366047,54.07214141,22.27079384,,
,,,,,,,,,
BHA,1,1,3.333333333,1,0.00438247,0,8.396759377,,
,,,,,,,,,
BHB,1,1.666666667,0,2,0.013925637,12.92074843,0.837978289,,
,,,,,,,,,
BHD,1,1,0,1,0.059867384,9.56985769,1.215233568,,
,,,,,,,,,
BHE,1,1,0,1,0.00463991,0,1.082722651,,
,,,,,,,,,
BHF,1,1,0,1,0.012216244,0,2.117345255,,
,,,,,,,,,
BHG,1,1,0,1,0.040036822,0,1.173735487,,
,,,,,,,,,
BHH,1,1,0,1,0.02422122,10.86429676,1.121862887,,
,,,,,,,,,
BHK,1,1,0,1.333333333,3.132208729,16.95076534,1.111016797,,
,,,,,,,,,
BHL,1,1,0.333333333,1,3.329110135,39.93274382,3.860264645,,
,,,,,,,,,
BHM,1,2,0,2,0.034736294,0,1.126578578,,
,,,,,,,,,
BHN,1,2,0,1.666666667,10.53936006,14.89322817,4.586481057,,
,,,,,,,,,
BHP,1,2,0,1,0,0,2.021616727,,
,,,,,,,,,
BHQ,1,2,0,1.333333333,0.023620403,0,1.17750804,,
,,,,,,,,,
BHR,1,1,0,1,0.069169339,0,1.439700459,,
,,,,,,,,,
BHS,1,1,0,1,0.034093123,0,0.861085175,,
,,,,,,,,,
BHT,1,2,0,1,1.076534931,25.07048518,0.836563582,,
,,,,,,,,,
BHV,1,1,1.333333333,1,10.71785901,26.26871548,1.005856888,,
,,,,,,,,,
BIA,1,1,0,1.333333333,13.75025946,22.06156188,1.328410152,,
,,,,,,,,,
BIB,1,1,0,1,13.21107195,15.73480226,1.133180545,,
,,,,,,,,,
BIC,1,1,0,1,0.002141695,0,2.050854012,,
,,,,,,,,,
BID,1,3.666666667,0.333333333,3,75.28015291,31.65505659,10.12977582,,
,,,,,,,,,
BIE,1,2,0,1.333333333,2.129997377,12.1181549,1.514208377,,
,,,,,,,,,
BIF,1,1,0,1,0.313095803,7.749868573,1.344443501,,
,,,,,,,,,
BIG,1,1,0,1,1.476458392,12.40554127,0.967188222,,
,,,,,,,,,
BIH,1,1,0,1,0.102126392,0,0.872402833,,
,,,,,,,,,
BII,1,2,0,2,0.0275659,0,1.131294269,,
,,,,,,,,,
BIK,1,1,0,1,0.112116463,21.89020845,1.250601251,,
,,,,,,,,,
BIL,1,1,0,1,4.998180161,17.73217495,1.106772675,,
,,,,,,,,,
BIM,1,2,0,1.666666667,0.107854224,10.7734299,0.727159551,,
,,,,,,,,,
BIN,1,2,0,2,0.151931431,10.60046307,2.023503004,,
,,,,,,,,,
BIP,1,1,0,1,0.0483319,12.86911857,1.075649115,,
,,,,,,,,,
BIR,1,1,0,1,0.020413718,0,0.541361326,,
,,,,,,,,,
BIS,1,1.666666667,0,1.333333333,0.019383943,0,0.551735846,,
,,,,,,,,,
BIT,1,1.666666667,0,1,0.027608581,0,1.794791991,,
,,,,,,,,,
BKA,1,1,0,1,0.40330489,12.07018951,1.049241245,,
,,,,,,,,,
BKC,1,1,0,1,0.024621721,0,1.145441342,,
,,,,,,,,,
BKD,1,1,0,1,0.245187506,21.11467462,0.941251922,,
,,,,,,,,,
BKE,1,1,0,1,0.072273486,0,0.681417348,,
,,,,,,,,,
BKF,1,1,0,2,17.52594819,18.77421825,3.452828943,,
,,,,,,,,,
BKG,1,1,0,1,0.014610271,0,0.843637118,,
,,,,,,,,,
BKH,1,1,0,1,0.598750972,9.787102373,0.688962454,,
,,,,,,,,,
BKI,1,1,0,1,2.866391576,19.37475675,0.747437022,,
,,,,,,,,,
BKK,1,1,0,1,4.279480006,6.140603333,1.333597412,,
,,,,,,,,,
BKL,1,2,0,1.666666667,24.66539998,10.93217273,1.499589735,,
,,,,,,,,,
BKM,1,1,0,1,0.009786702,0,2.546473135,,
,,,,,,,,,
BKN,1,1,0,1,2.992941875,16.78510092,0.618227089,,
,,,,,,,,,
BKP,1,1,0,1.333333333,0.986927959,15.34430941,1.848550868,,
,,,,,,,,,
BKQ,1,1,0,1,0.033102224,5.020586667,1.793848853,,
,,,,,,,,,
BKR,1,1,0,1,0.00459897,15.93346004,1.289741486,,
,,,,,,,,,
BKS,1,2,0,1.333333333,0.032039122,0,0.673872242,,
,,,,,,,,,
BKT,1,1,0,1,0.022682061,5.742736667,1.298701299,,
,,,,,,,,,
BLA,1,1,0,1,21.48054843,12.07179779,1.802337096,,
,,,,,,,,,
BLB,1,1,3,1,0.010926583,14.79098276,45.84972036,,
,,,,,,,,,
BLC,1,2,3.666666667,2,0.007653293,0,20.38357431,,
,,,,,,,,,
BLD,1,1,3,1,0.006428801,0,16.67751276,,
,,,,,,,,,
BLE,1,1,3,1,0,4.823906667,23.43745579,,
,,,,,,,,,
BLF,1,1,0,1,0.013902405,0,0.578615284,,
,,,,,,,,,
BLG,1,1,0.333333333,1,0.058910645,0,6.404379934,,
,,,,,,,,,
BLI,1,1,1,1,0.028625386,0,4.814720501,,
,,,,,,,,,
BLK,1,1,0,1,3.885562002,24.93984277,1.814126324,,
,,,,,,,,,
BLL,1,1,0,1,1.668691813,22.73621134,1.494402475,,
,,,,,,,,,
BLM,1.666666667,2,0,2,0,0,0.99453923,,
,,,,,,,,,
BLN,1,1,0.666666667,1,0.017948166,17.48035519,1.15157174,,
,,,,,,,,,
BLP,1,0,0.333333333,1,0,0,2.536570184,,
,,,,,,,,,
BLQ,1,1,0,1,1.764113696,10.452455,1.305303266,,
,,,,,,,,,
BLR,1,1,0,1,6.769367479,57.01744901,1.242584576,,
,,,,,,,,,
BLS,1,1,0,1,0.200494838,0,0.914844052,,
,,,,,,,,,
BLT,1,1,1.333333333,1,8.372601145,0,6.671288044,,
,,,,,,,,,
BLV,1,1,0,1,0.006623394,0,0.91059993,,
,,,,,,,,,
BMA,1,1,0,1,0.190054008,0,1.304831697,,
,,,,,,,,,
BMB,1,1,0,1,0.263251965,0,1.202029633,,
,,,,,,,,,
BMC,1,1,0,1,9.293112767,0,1.72735761,,
,,,,,,,,,
BMD,2,2,0,2,57.32293134,50.50316333,2.283337577,,
,,,,,,,,,
BME,1,2,3.333333333,1.666666667,0.261782535,29.93355667,58.21143272,,
,,,,,,,,,
BMF,1.666666667,2,0,1.666666667,0.901784342,8.212296667,0.835620443,,
,,,,,,,,,
BMG,1,1.666666667,0,2,0.064023329,14.63209,0.196172745,,
,,,,,,,,,
BMH,1,1,0,1,0.068948428,0,0.51825444,,
,,,,,,,,,
BMI,1,1,0,1,0.026112574,0,0.408850409,,
,,,,,,,,,
BMK,1,1,0,1,0.01632813,0,1.006800026,,
,,,,,,,,,
BML,1,1,0,1.666666667,0.014327106,10.879734,0.074507918,,
,,,,,,,,,
BMM,1,1,0,2,0.303109687,12.83815667,0.179196258,,
,,,,,,,,,
BMN,1,2,0,2,0.026179724,0,0.970489206,,
,,,,,,,,,
BMQ,1,2.666666667,0,3,53.4632552,18.96506667,1.733488008,,
,,,,,,,,,
BMR,1.666666667,2,0.333333333,3,80.77218307,33.60859667,7.917645173,,
,,,,,,,,,
BMV,2,1.666666667,0,1.333333333,2.049396014,27.17091,0.85825576,,
,,,,,,,,,
BNA,1.333333333,1,0,1.333333333,36.6605341,36.72598667,0.750266437,,
,,,,,,,,,
BNB,2,2,0,3,12.81553649,40.04925667,2.377651397,,
,,,,,,,,,
BNC,2,2,0,1.666666667,9.807501815,27.29381333,2.215903196,,
,,,,,,,,,
BND,2.333333333,4.333333333,0,4,64.38338771,51.51019333,4.603929114,,
,,,,,,,,,
BNE,2.333333333,2,0,2,63.81126149,38.60147667,0.912014638,,
,,,,,,,,,
BNF,1,1,0,1,0,0,0.772901753,,
,,,,,,,,,
BNG,1,1,0,1.333333333,0.002556825,0,0.208905111,,
,,,,,,,,,
BNH,1,1,2,1,0.028994676,25.88359667,16.29931434,,
,,,,,,,,,
BNI,1,2,0,1,0,0,0.466381839,,
,,,,,,,,,
BNK,1,1,0,1,37.44667936,27.93498,0.632845731,,
,,,,,,,,,
BNL,1,1,0,1,0.100706709,23.76755,0.576257439,,
,,,,,,,,,
BNM,1,1,0,1,0.15778253,0,1.444887719,,
,,,,,,,,,
BNN,1,1,0,1,46.81188466,29.02955667,1.54910449,,
,,,,,,,,,
BNP,1,1,0,1,16.54821851,48.92601333,2.023974573,,
,,,,,,,,,
BNQ,1,1,0,1.333333333,17.69129092,37.72267,1.195899235,,
,,,,,,,,,
BNR,1,1,0,1,8.797935856,33.72691667,0.536174066,,
,,,,,,,,,
BNT,1,1,0,1,0.795265696,32.47592333,0.525327976,,
,,,,,,,,,
BNV,1,1,0,1,4.51673771,13.39967333,0.457422026,,
,,,,,,,,,
BPA,1,3.333333333,0,3.333333333,14.22375088,45.52844333,1.641532034,,
,,,,,,,,,
BPB,1,1,0,1,0,0,0.772901753,,
,,,,,,,,,
BPC,1.333333333,1.666666667,0,1.666666667,9.146165356,39.21585,1.000669628,,
,,,,,,,,,
BPF,1,2,0,2.666666667,84.35076143,55.43188333,1.793377284,,
,,,,,,,,,
BPG,1,1.333333333,1.333333333,1,66.10510604,55.74745,10.35848683,,
,,,,,,,,,
BPH,1,1,1,1,67.61657521,98.16060333,12.29757896,,
,,,,,,,,,
BPI,1,1,0,1,0.045096043,48.41274,1.226079657,,
,,,,,,,,,
BPK,1,1,0,1,7.124427582,51.70166,0.941251922,,
,,,,,,,,,
BPL,1,1,0.666666667,1,0,0,9.088079676,,
,,,,,,,,,
BPM,1,2,0,1,0.008587745,0,0.785634119,,
,,,,,,,,,
BPN,1,1.333333333,0,2,0.293806806,48.18974,0.704052665,,
,,,,,,,,,
BPP,1,1.333333333,4,1,0.111150417,50.00672,20.19400353,,
,,,,,,,,,
BPQ,1,1,3,1,0.003951086,0,9.545030133,,
,,,,,,,,,
BPR,1,1,3.666666667,1,0.062722141,0,13.37935848,,
,,,,,,,,,
BPT,1,1,0,1,0.246558408,0,1.21429043,,
,,,,,,,,,
BPV,1,1,0,1,0.006838074,0,1.991436305,,
,,,,,,,,,
BQA,1,1,2.666666667,1,0,0,4.969866735,,
,,,,,,,,,
BQB,1,1,0.333333333,1,0.150653642,0,2.125361929,,
,,,,,,,,,
BQC,1,1,0,1,0,0,1.547218214,,
,,,,,,,,,
BQE,1,1,0,1,8.023911466,34.07612,1.159116845,,
,,,,,,,,,
BQG,1,1,0,1,0,0,1.181752162,,
,,,,,,,,,
BQH,1,1.333333333,0,1,0,0,0.99453923,,
,,,,,,,,,
BQI,1,1,0,1.333333333,0.051668287,0,1.097341293,,
,,,,,,,,,
BQM,1,1,0,1,0,0,1.160059984,,
,,,,,,,,,
BQN,1,1,3,1,0,0,24.91676805,,
,,,,,,,,,
BQP,1,1,0,1,0.002406913,0,2.369634723,,
,,,,,,,,,
BQQ,1,1,0,1,1.109011435,32.23976,1.13553839,,
,,,,,,,,,
BQR,1,3,0,3,29.97836863,40.444165,2.443671071,,
,,,,,,,,,
BQS,3,3.666666667,0,4,68.46486867,105.239715,2.480453461,,
,,,,,,,,,
BQT,1,1,0,1,60.52669091,49.11917,1.310018957,,
,,,,,,,,,
BRA,1.666666667,1.666666667,0,1,54.53991705,37.520325,1.246828698,,
,,,,,,,,,
BRB,1,1,0,1,0.050188144,0,0.705938941,,
,,,,,,,,,
BRC,1,1,4,1,0,0,15.29062804,,
,,,,,,,,,
BRD,1,1,0,1,0.060826961,25.139765,0.988408832,,
,,,,,,,,,
BRE,1,1,4,1,0.846203459,24.5064,26.95913382,,
,,,,,,,,,
BRF,1,1,0,1,0.002067055,0,1.47601128,,
,,,,,,,,,
BRG,1,2,0,1,0.002269581,0,0.276811061,,
,,,,,,,,,
BRH,1,1,3,1,0.06093204,0,15.09964255,,
,,,,,,,,,
BRK,1,1,0,1,0.002168868,0,1.986720614,,
,,,,,,,,,
BRM,1,2.333333333,1,1,31.51617346,0,1.856567543,,
,,,,,,,,,
BRP,1,1,0,1,0.564082621,0,0.036310821,,
,,,,,,,,,
BRV,1,2,2,1,76.43880996,33.29407,60.46789086,,
,,,,,,,,,
BSA,1,1,0,1,0.008986706,0,2.189023758,,
,,,,,,,,,
BSB,5,3,0,3,74.43859017,44.806105,2.014543191,,
,,,,,,,,,
BSC,1,1,0,1,44.7110638,41.26288,3.038791274,,
,,,,,,,,,
BSD,1,1.666666667,0,1,25.22763628,40.65084,1.019060823,,
,,,,,,,,,
BSE,1,1,0,1,26.22963417,14.86595,3.330692546,,
,,,,,,,,,
BSG,1,1,0,1,13.83132733,35.67664,2.495543672,,
,,,,,,,,,
BSI,1,1.333333333,2,1,0.341913974,0,15.88716295,,
,,,,,,,,,
BSK,1,1,0,1,0.041437991,0,2.672853653,,
,,,,,,,,,
BSL,1,1,0,1,0.109689776,28.02349,1.122806025,,
,,,,,,,,,
BSM,1,1,0,1,0.022248558,0,1.113374643,,
,,,,,,,,,
BSN,1,1,0,1,0.002059138,0,1.97823237,,
,,,,,,,,,
BSP,1,1,4,1,0.055465514,0,23.9179847,,
,,,,,,,,,
BSR,1,2,0,1.666666667,0.178337867,0,1.739618406,,
,,,,,,,,,
BSS,1,2,0,1,0.039911836,0,1.58069962,,
,,,,,,,,,
BST,1,1.333333333,0,1,59.56157284,19.927755,1.987663752,,
,,,,,,,,,
BTA,1,1.333333333,0,1,5.87207035,13.10481667,1.117618765,,
,,,,,,,,,
BTB,1,1,0.666666667,1,0.390478863,39.54703667,0.347546426,,
,,,,,,,,,
BTC,4,5,1.333333333,4.333333333,64.80621387,22.73003,1.629271237,,
,,,,,,,,,
BTD,1,1,0.666666667,1,5.038421437,86.429556,0.490903432,,
,,,,,,,,,
BTE,1,1,0,1,0.05173239,24.25686333,0.07875204,,
,,,,,,,,,
BTF,1,1,0,1,0,0,1.245413991,,
,,,,,,,,,
BTG,1,1,0,1,35.48781332,49.576425,5.714945911,,
,,,,,,,,,
BTH,1,1.333333333,4,1,10.01741413,37.316085,23.35210178,,
,,,,,,,,,
BTI,1,1,4,1,0.005802147,0,26.46068528,,
,,,,,,,,,
BTL,1,1,4,1,0.367855796,29.26678,35.37475596,,
,,,,,,,,,
BTN,1,1,0,1,0,0,1.692461496,,
,,,,,,,,,
BTP,1.333333333,1,0,1,0.128777865,0,0.729517396,,
,,,,,,,,,
BTR,1,2,0,1,0.035656246,0,0.948325458,,
,,,,,,,,,
BTS,1,1,0,1,0.02399651,0,8.825415688,,
,,,,,,,,,
BTT,1,1,0,1,0.004265575,0,1.089796188,,
,,,,,,,,,
BTV,1,1.333333333,0,1,0.004593583,0,1.24588556,,
,,,,,,,,,
BVA,1,1,0,1,0.010938476,0,0.925690141,,
,,,,,,,,,
BVB,1,1,0,1,0.025549776,0,2.833187147,,
,,,,,,,,,
BVD,1,1,0,1,0.006030121,0,1.166190382,,
,,,,,,,,,
BVE,1,1,0,1,0.102739098,0,0.149015835,,
,,,,,,,,,
BVF,1,1,0,1,1.121403584,0,2.278621886,,
,,,,,,,,,
BVK,1,2,0,1,0.118329859,0,0.991709815,,
,,,,,,,,,
BVM,1,1,0,1,0.010823917,0,0.695092852,,
,,,,,,,,,
BVT,1.333333333,2,2.666666667,2,0,0,36.24338624,,
,,,,,,,,,
BVV,1,1,3.333333333,1,0.04434011,0,40.41394336,,
,,,,,,,,,
CAA,1,1,2.333333333,1,0,0,31.78470041,,
,,,,,,,,,
CAB,1,1,1,1,0.003036099,0,13.38737515,,
,,,,,,,,,
CAC,1,1,3.666666667,1,0.019103565,0,36.14954399,,
,,,,,,,,,
CAD,1,1,3.666666667,1,0.019954106,0,29.35659112,,
,,,,,,,,,
CAE,1,1,0,1,0.481148132,30.3048,1.47082402,,
,,,,,,,,,
CAF,1,1,0,1,0.667902246,39.260845,1.006800026,,
,,,,,,,,,
CAH,1,1,0,1.666666667,0.003397374,0,1.987192183,,
,,,,,,,,,
CAK,1,1,0,2,0.005536179,0,1.326052306,,
